time,open,high,low,close,volume,open_interest
2004-08-01 00:00:00+05:30,97.2,101.2,92.0,95.24,12349642,0
2004-09-01 00:00:00+05:30,96.4,119.16,92.1,118.54,35056018,0
2004-10-01 00:00:00+05:30,118.0,120.78,105.64,111.72,23591242,0
2004-11-01 00:00:00+05:30,111.3,113.48,103.4,111.12,32850659,0
2004-12-01 00:00:00+05:30,110.96,127.76,110.9,127.12,49069000,0
2005-01-01 00:00:00+05:30,128.0,128.68,98.0,114.62,67793158,0
2005-02-01 00:00:00+05:30,118.96,118.96,102.84,104.24,24389705,0
2005-03-01 00:00:00+05:30,105.2,120.0,98.2,102.32,50659438,0
2005-04-01 00:00:00+05:30,103.6,107.38,84.66,105.64,38268873,0
2005-05-01 00:00:00+05:30,105.88,120.0,104.48,115.86,24583552,0
2005-06-01 00:00:00+05:30,115.64,127.16,109.06,125.46,39665860,0
2005-07-01 00:00:00+05:30,125.78,159.58,125.02,134.78,26523380,0
2005-08-01 00:00:00+05:30,135.2,149.2,128.0,136.74,23431947,0
2005-09-01 00:00:00+05:30,138.36,153.94,126.26,151.96,20102699,0
2005-10-01 00:00:00+05:30,151.6,160.44,132.8,144.14,51598828,0
2005-11-01 00:00:00+05:30,145.2,166.74,140.2,158.88,19465851,0
2005-12-01 00:00:00+05:30,159.56,180.0,154.02,179.2,19603168,0
2006-01-01 00:00:00+05:30,179.18,199.6,170.0,176.9,20155113,0
2006-02-01 00:00:00+05:30,176.8,249.76,175.0,220.86,87047639,0
2006-03-01 00:00:00+05:30,220.0,266.38,219.2,264.9,53041856,0
2006-04-01 00:00:00+05:30,260.44,304.0,220.0,254.6,101009554,0
2006-05-01 00:00:00+05:30,265.0,280.0,180.0,229.35,53820056,0
2006-06-01 00:00:00+05:30,230.0,240.0,182.0,216.0,47263250,0
2006-07-01 00:00:00+05:30,217.0,238.4,208.25,236.0,37144223,0
2006-08-01 00:00:00+05:30,236.0,280.0,225.4,251.05,35068472,0
2006-09-01 00:00:00+05:30,250.0,269.0,239.15,262.5,30076583,0
2006-10-01 00:00:00+05:30,262.5,270.7,251.15,262.0,17191537,0
2006-11-01 00:00:00+05:30,274.4,274.8,247.5,254.85,20033296,0
2006-12-01 00:00:00+05:30,255.15,260.9,230.15,251.35,15748316,0
