time,open,high,low,close,volume,open_interest
2010-11-01 00:00:00+05:30,275.75,341.25,275.75,302.0,816228520,0
2010-12-01 00:00:00+05:30,301.75,315.75,285.75,299.5,103906375,0
2011-01-01 00:00:00+05:30,300.25,304.75,285.3,289.1,59384163,0
2011-02-01 00:00:00+05:30,290.25,316.5,273.75,312.45,71900689,0
2011-03-01 00:00:00+05:30,309.75,356.15,303.15,331.25,76406819,0
2011-04-01 00:00:00+05:30,331.75,368.05,327.35,365.3,51982040,0
2011-05-01 00:00:00+05:30,346.75,407.1,344.0,393.2,92425354,0
2011-06-01 00:00:00+05:30,399.75,401.35,359.75,377.6,53635599,0
2011-07-01 00:00:00+05:30,377.6,393.45,283.75,373.0,80919016,0
2011-08-01 00:00:00+05:30,376.25,391.25,341.75,360.35,77411448,0
2011-09-01 00:00:00+05:30,367.75,378.2,309.9,317.95,68329400,0
2011-10-01 00:00:00+05:30,314.75,333.9,299.3,316.75,115864897,0
2011-11-01 00:00:00+05:30,315.45,317.2,279.35,311.9,68409291,0
2011-12-01 00:00:00+05:30,319.95,323.1,278.35,285.4,63963164,0
2012-01-01 00:00:00+05:30,287.75,343.05,287.75,311.95,94228818,0
2012-02-01 00:00:00+05:30,311.75,328.7,300.45,319.25,101387276,0
2012-03-01 00:00:00+05:30,318.65,334.45,308.35,328.65,62831206,0
2012-04-01 00:00:00+05:30,324.75,352.2,313.25,337.1,38964706,0
2012-05-01 00:00:00+05:30,338.3,340.2,285.85,306.35,47783095,0
2012-06-01 00:00:00+05:30,306.35,338.75,299.55,331.55,33938841,0
2012-07-01 00:00:00+05:30,332.75,348.35,329.5,344.1,30656637,0
2012-08-01 00:00:00+05:30,341.75,356.5,319.8,336.2,43588732,0
2012-09-01 00:00:00+05:30,337.15,371.0,334.1,343.7,41440665,0
2012-10-01 00:00:00+05:30,344.75,354.95,274.15,331.05,29154023,0
2012-11-01 00:00:00+05:30,330.25,358.25,327.0,351.3,38003705,0
2012-12-01 00:00:00+05:30,351.05,359.6,333.45,339.55,38381378,0
2013-01-01 00:00:00+05:30,340.8,357.15,321.75,338.1,41437939,0
2013-02-01 00:00:00+05:30,337.0,343.85,289.85,294.55,45625508,0
2013-03-01 00:00:00+05:30,295.15,312.25,275.75,293.85,41991656,0
2013-04-01 00:00:00+05:30,293.85,309.05,276.75,303.95,44012099,0
2013-05-01 00:00:00+05:30,305.75,314.25,278.8,309.45,61022552,0
2013-06-01 00:00:00+05:30,310.0,315.45,269.95,287.3,58110148,0
2013-07-01 00:00:00+05:30,288.65,292.75,254.75,266.3,46165446,0
2013-08-01 00:00:00+05:30,264.75,270.75,222.95,236.15,49632975,0
2013-09-01 00:00:00+05:30,238.55,293.75,237.45,279.2,54914239,0
2013-10-01 00:00:00+05:30,279.75,299.55,259.75,272.7,47340789,0
2013-11-01 00:00:00+05:30,271.25,286.25,245.7,256.7,44381901,0
2013-12-01 00:00:00+05:30,253.75,283.65,252.75,274.75,63081338,0
2014-01-01 00:00:00+05:30,279.45,292.6,229.15,232.2,110761598,0
2014-02-01 00:00:00+05:30,230.75,255.95,225.05,228.75,49816312,0
2014-03-01 00:00:00+05:30,228.8,276.75,225.45,273.5,60717346,0
2014-04-01 00:00:00+05:30,274.25,289.1,259.8,276.6,61621421,0
2014-05-01 00:00:00+05:30,276.75,401.55,276.75,355.65,139679222,0
2014-06-01 00:00:00+05:30,355.65,408.45,351.35,369.7,115938894,0
2014-07-01 00:00:00+05:30,373.45,386.45,336.95,352.45,95089813,0
2014-08-01 00:00:00+05:30,348.75,358.2,331.85,340.85,49002698,0
2014-09-01 00:00:00+05:30,342.25,369.65,317.9,326.1,77616130,0
2014-10-01 00:00:00+05:30,326.55,356.7,316.1,355.3,47300536,0
2014-11-01 00:00:00+05:30,356.75,359.75,323.85,339.75,54199361,0
2014-12-01 00:00:00+05:30,339.75,378.1,333.55,368.6,60936711,0
2015-01-01 00:00:00+05:30,367.75,384.75,340.75,345.6,65276005,0
2015-02-01 00:00:00+05:30,339.0,382.75,334.9,380.0,188223071,0
2015-03-01 00:00:00+05:30,379.55,382.95,331.15,347.65,69941201,0
2015-04-01 00:00:00+05:30,347.65,380.45,341.15,347.5,55586302,0
2015-05-01 00:00:00+05:30,350.75,378.5,336.9,375.8,56984361,0
2015-06-01 00:00:00+05:30,376.75,407.35,366.15,406.0,98696644,0
2015-07-01 00:00:00+05:30,407.3,427.55,398.45,423.8,99185359,0
2015-08-01 00:00:00+05:30,425.75,431.85,317.2,351.1,129161396,0
2015-09-01 00:00:00+05:30,346.75,350.25,285.55,312.35,95458034,0
2015-10-01 00:00:00+05:30,314.3,333.65,303.5,304.65,67284854,0
2015-11-01 00:00:00+05:30,304.75,329.75,301.3,315.3,62736102,0
2015-12-01 00:00:00+05:30,315.85,331.3,289.75,314.55,58326699,0
2015-12-01 09:15:00+05:30,307.75,316.75,307.75,314.55,4739203,0
2016-01-01 09:15:00+05:30,314.75,321.85,271.25,304.7,68823449,0
2016-02-01 09:15:00+05:30,306.45,321.95,277.45,295.75,90392112,0
2016-03-01 09:15:00+05:30,296.45,317.75,275.75,276.7,113340317,0
2016-04-01 09:15:00+05:30,276.75,278.5,256.4,272.8,94419433,0
2016-05-01 09:15:00+05:30,273.45,280.7,257.15,276.15,89915445,0
2016-06-01 09:15:00+05:30,276.8,303.65,273.8,297.75,68416364,0
2016-07-01 09:15:00+05:30,297.75,320.55,294.3,312.75,56494805,0
2016-08-01 09:15:00+05:30,314.05,334.7,305.4,318.25,76746003,0
2016-09-01 09:15:00+05:30,318.85,323.75,301.65,307.05,65389798,0
2016-10-01 09:15:00+05:30,307.85,313.75,294.4,309.55,56463619,0
2016-11-01 09:15:00+05:30,311.25,322.05,274.05,293.35,65936283,0
2016-12-01 09:15:00+05:30,293.95,298.4,267.25,284.75,70395794,0
2017-01-01 09:15:00+05:30,284.8,305.15,281.75,293.95,66148038,0
2017-01-01 09:56:00+05:30,286.35,302.75,286.35,301.6,7657690,0
2017-02-01 09:15:00+05:30,294.75,317.05,291.05,306.65,71343299,0
2017-03-01 09:15:00+05:30,307.75,312.65,272.8,277.4,136332443,0
2017-04-01 09:15:00+05:30,277.4,281.55,257.85,261.4,81419596,0
