entry_trade_time,last_capital,profit/loss,win_prob,new_capital,exit_trade_time
2012-03-28 00:00:00,809577.0700000001,0.056151544590329165,0.5,855025.1699999999,2012-04-20 00:00:00
2012-04-30 00:00:00,855025.1699999999,-0.03371915647273932,0.5,826200.72,2012-05-09 00:00:00
2012-05-21 00:00:00,826200.72,0.11303137406797714,0.5,919582.72,2012-06-01 00:00:00
2012-06-20 00:00:00,919582.72,0.11242078532924152,0.5,1022946.8700000001,2012-07-09 00:00:00
2012-07-31 00:00:00,1022946.8700000001,0.012857355856307337,0.5,1036097.4700000003,2012-08-23 00:00:00
2012-09-04 00:00:00,1036097.4700000003,0.4537531023836807,0.5,1506175.52,2012-10-09 00:00:00
2013-01-18 00:00:00,1506175.52,0.009754382855821817,0.5,1520865.04,2013-01-24 00:00:00
2013-02-06 00:00:00,1520865.04,-0.04426887034372843,0.5,1453538.6400000001,2013-02-12 00:00:00
2013-02-18 00:00:00,1453538.6400000001,0.00245341986888255,0.5,1457104.74,2013-02-26 00:00:00
2013-02-27 00:00:00,1457104.74,0.09471542299360859,0.5,1595108.5400000003,2013-03-19 00:00:00
2013-04-01 00:00:00,1595108.5400000003,0.10516656725239751,0.5,1762858.9900000005,2013-05-13 00:00:00
2013-06-06 00:00:00,1762858.9900000005,-0.04180933644654112,0.5,1689156.9900000002,2013-06-11 00:00:00
2013-06-19 00:00:00,1689156.9900000002,0.09518124505619951,0.5,1849916.5900000003,2013-07-10 00:00:00
2013-08-08 00:00:00,1849916.5900000003,-0.07521498665573972,0.5,1710779.4700000004,2013-08-27 00:00:00
2013-09-06 00:00:00,1710779.4700000004,0.9319370743809329,0.5,3305064.120000001,2013-12-12 00:00:00
2014-01-15 00:00:00,3305064.120000001,0.0008099824206280306,0.5,3307741.120000001,2014-01-27 00:00:00
2014-02-17 00:00:00,3307741.120000001,1.1064892700089362,0.5,6967599.220000001,2014-04-11 00:00:00
2014-06-17 00:00:00,6967599.220000001,-0.05041982312631094,0.5,6616301.22,2014-06-27 00:00:00
2014-07-01 00:00:00,6616301.22,0.08839446752928905,0.5,7201117.32,2014-07-08 00:00:00
2014-07-10 00:00:00,7201117.32,0.125645988036658,0.5,8105904.32,2014-09-23 00:00:00
2014-10-09 00:00:00,8105904.32,-0.03879433716080308,0.5,7791452.32,2014-10-17 00:00:00
2014-10-21 00:00:00,7791452.32,0.06438680910214563,0.5,8293098.319999999,2014-11-25 00:00:00
2014-12-03 00:00:00,8293098.319999999,-0.004287862269404607,0.5,8257539.819999999,2014-12-09 00:00:00
2014-12-12 00:00:00,8257539.819999999,0.3769739582828743,0.5,11370409.82,2015-02-09 00:00:00
2015-03-18 00:00:00,11370409.82,-0.05092321713825228,0.5,10791418.57,2015-03-23 00:00:00
2015-03-26 00:00:00,10791418.57,0.17255483648229714,0.5,12653504.05,2015-05-06 00:00:00
2015-06-12 00:00:00,12653504.05,-0.04123790369998521,0.5,12131702.05,2015-08-12 00:00:00
2015-08-27 00:00:00,12131702.05,-0.003425481824361746,0.5,12090145.3,2015-09-04 00:00:00
2015-09-09 00:00:00,12090145.3,0.32616404743006505,0.5,16033506.55,2015-11-02 00:00:00
2015-11-17 00:00:00,16033506.55,0.016882995326221038,0.5,16304198.88,2015-12-08 00:00:00
2015-12-15 00:00:00,16304198.88,0.12720341688610554,0.5,18378143.08,2016-01-04 09:15:00
2016-01-22 09:15:00,18378143.08,0.0261848769644007,0.5,18859371.729999997,2016-02-11 09:15:00
2016-02-25 09:15:00,18859371.729999997,0.31659866004143467,0.5,24830205.43,2016-04-05 09:15:00
2016-05-09 09:15:00,24830205.43,-0.02977386551922329,0.5,24090915.63,2016-05-19 09:15:00
2016-05-25 09:15:00,24090915.63,0.05485190558033535,0.5,25412346.53,2016-06-24 09:15:00
2016-08-08 09:15:00,25412346.53,-0.020592414101802483,0.5,24889045.33,2016-08-12 09:15:00
2016-08-18 09:15:00,24889045.33,-0.018072690940640856,0.5,24439234.229999993,2016-08-26 09:15:00
2016-08-30 09:15:00,24439234.229999993,-0.0068497242466539045,0.5,24271832.229999993,2016-09-12 09:15:00
2016-09-15 09:15:00,24271832.229999993,0.0027967907967672706,0.5,24339715.429999992,2016-09-29 09:15:00
2016-10-05 09:15:00,24339715.429999992,0.023391402013434676,0.5,24909054.22999999,2016-10-25 09:15:00
2016-11-10 09:15:00,24909054.22999999,0.12044333863442072,0.5,27909182.229999993,2016-12-26 09:15:00
2017-08-23 09:15:00,27909182.229999993,0.18054873429604204,0.5,32948147.62999999,2017-09-22 09:15:00
2017-10-05 09:15:00,32948147.62999999,0.24356744949433917,0.5,40973239.22999999,2017-11-16 09:15:00
2017-12-07 09:15:00,40973239.22999999,0.49264166203452936,0.5,61158327.62999999,2018-02-02 09:15:00
2018-02-07 09:15:00,61158327.62999999,0.027311287254071347,0.5,62828639.07999998,2018-02-19 09:15:00
2018-03-15 09:15:00,62828639.07999998,-0.18654450167073897,0.5,51108302.57999998,2018-04-05 09:44:00
2018-04-19 09:15:00,51108302.57999998,0.03579316227063052,0.5,52937630.12999998,2018-05-02 09:15:00
2018-05-17 09:15:00,52937630.12999998,-0.027331378612442496,0.5,51490773.92999998,2018-06-01 09:15:00
2018-06-06 09:15:00,51490773.92999998,0.1082249140153121,0.5,57063351.429999985,2018-06-27 09:15:00
2018-07-06 09:15:00,57063351.429999985,1.15751772451734,0.5,123115127.67999998,2018-09-03 09:15:00
2018-09-17 09:15:00,123115127.67999998,-0.050266392809401914,0.5,116926578.97999999,2018-09-28 09:15:00
2018-11-19 09:15:00,116926578.97999999,-0.008312893405557244,0.5,115954581.12999998,2018-12-05 00:00:00
2018-12-12 00:00:00,115954581.12999998,0.000654364021109885,0.5,116030457.62999997,2019-01-07 00:00:00
2019-01-16 00:00:00,116030457.62999997,-0.03609995123156291,0.5,111841766.77999997,2019-01-25 00:00:00
2019-02-01 00:00:00,111841766.77999997,0.04344642391396198,0.5,116700889.72999999,2019-02-04 00:00:00
2019-02-13 00:00:00,116700889.72999999,0.1709400852509782,0.5,136649739.73,2019-03-25 00:00:00
2019-05-14 00:00:00,136649739.73,0.27589163287948754,0.5,174350248.82999998,2019-06-19 00:00:00
2019-06-21 00:00:00,174350248.82999998,-0.02551026143744965,0.5,169902528.82999998,2019-07-08 00:00:00
2019-07-16 00:00:00,169902528.82999998,-0.03226981955345884,0.5,164419807.32999995,2019-07-24 00:00:00
2019-07-26 00:00:00,164419807.32999995,0.12905712619706877,0.5,185639351.72999993,2019-10-01 00:00:00
2019-10-14 00:00:00,185639351.72999993,0.515590954108898,0.5,281353308.53,2019-11-13 00:00:00
2020-01-09 00:00:00,281353308.53,0.09806831512614698,0.5,308945152.92999995,2020-02-03 00:00:00
2020-03-24 00:00:00,308945152.92999995,0.29159996763179213,0.5,399033541.37999994,2020-07-13 00:00:00
2020-07-20 00:00:00,399033541.37999994,0.8935683719358497,0.5,755597164.3299999,2020-08-31 00:00:00
2020-09-23 00:00:00,755597164.3299999,0.5988730277937805,0.5,1208103775.38,2020-12-21 00:00:00
2021-07-07 00:00:00,1208103775.38,0.04788731566622438,0.5,1265956601.38,2021-08-10 00:00:00
2021-08-24 00:00:00,1265956601.38,0.08244491036664063,0.5,1370328171.38,2021-09-16 00:00:00
2021-09-23 00:00:00,1370328171.38,0.09776324115395252,0.5,1504295800.48,2021-10-22 00:00:00
2021-11-02 00:00:00,1504295800.48,0.137457038025909,0.5,1711071790.48,2021-11-29 00:00:00
2021-12-22 00:00:00,1711071790.48,0.116934860056088,0.5,1911155559.48,2022-01-24 00:00:00
2022-02-15 00:00:00,1911155559.48,-0.006112474670093712,0.5,1899473679.48,2022-02-24 00:00:00
2022-03-02 00:00:00,1899473679.48,0.43998778472316985,0.5,2735218289.78,2022-05-04 00:00:00
2022-05-17 00:00:00,2735218289.78,0.01638498497528467,0.5,2780034769.6299996,2022-05-25 00:00:00
2022-05-27 00:00:00,2780034769.6299996,0.04447115024907605,0.5,2903666097.1299996,2022-06-13 00:00:00
2022-06-21 00:00:00,2903666097.1299996,0.44411904417512515,0.5,4193239376.8299994,2022-08-23 00:00:00
2022-10-11 00:00:00,4193239376.8299994,0.1970345788188739,0.5,5019452435.279999,2022-11-28 00:00:00
2022-12-29 00:00:00,5019452435.279999,0.018205802757090012,0.5,5110835542.279999,2023-01-10 00:00:00
2023-01-13 00:00:00,5110835542.279999,-0.04962752167617245,0.5,4857197570.679999,2023-01-19 00:00:00
