time,open,high,low,close,volume,open_interest,CCI_15,ATR_15
2004-08-09 00:00:00+05:30,94.49,96.36,93.63,95.89,19569966,0,,0.0
2004-08-10 00:00:00+05:30,96.31,96.31,94.81,95.32,15133310,0,,0.0
2004-08-11 00:00:00+05:30,95.94,96.55,93.45,94.01,21258030,0,,0.0
2004-08-12 00:00:00+05:30,94.0,94.56,93.0,93.67,22696430,0,,0.0
2004-08-13 00:00:00+05:30,93.13,95.56,92.2,92.49,21489918,0,,0.0
2004-08-16 00:00:00+05:30,93.13,95.56,92.2,92.49,21489918,0,,0.0
2004-08-17 00:00:00+05:30,93.69,94.06,92.26,92.66,15134478,0,,0.0
2004-08-18 00:00:00+05:30,92.69,93.63,92.44,92.93,17098974,0,,0.0
2004-08-19 00:00:00+05:30,93.75,96.25,93.75,96.05,31323918,0,,0.0
2004-08-20 00:00:00+05:30,95.94,97.15,95.31,96.68,24660638,0,,0.0
2004-08-23 00:00:00+05:30,97.38,98.81,96.95,97.47,22006366,0,,0.0
2004-08-24 00:00:00+05:30,97.5,98.29,96.71,97.25,17164862,0,,0.0
2004-08-25 00:00:00+05:30,97.26,97.78,94.75,95.94,20150286,0,,0.0
2004-08-26 00:00:00+05:30,96.44,97.38,95.78,96.6,20723294,0,,0.0
2004-08-27 00:00:00+05:30,97.06,98.19,96.32,97.83,15277726,0,104.53535094468592,2.2646666666666664
2004-08-30 00:00:00+05:30,98.25,98.93,97.25,98.59,12084942,0,119.03767279355873,2.225688888888889
2004-08-31 00:00:00+05:30,98.75,99.37,97.7,98.47,13549502,0,108.26811667852374,2.1886429629629633
2004-09-01 00:00:00+05:30,98.44,99.31,98.13,98.83,8008014,0,102.23342706616226,2.121400098765433
2004-09-02 00:00:00+05:30,99.69,100.84,99.69,100.17,18522574,0,138.35725677831027,2.1139734255144047
2004-09-03 00:00:00+05:30,100.31,100.74,99.56,100.41,14033470,0,122.06958101582592,2.0517085304801106
2004-09-06 00:00:00+05:30,100.63,100.94,100.25,100.5,7469518,0,121.55544488711799,1.9609279617814364
2004-09-07 00:00:00+05:30,100.38,101.22,100.0,100.97,11782046,0,116.05240732850451,1.9115327643293405
2004-09-08 00:00:00+05:30,101.19,101.88,100.75,101.56,13429214,0,128.30099384761007,1.8594305800407176
2004-09-09 00:00:00+05:30,101.63,102.06,101.0,101.42,13698030,0,113.51912078053162,1.8061352080380033
2004-09-10 00:00:00+05:30,101.88,104.0,101.42,103.38,18587070,0,142.72619802285539,1.8577261941688028
2004-09-13 00:00:00+05:30,105.31,106.25,103.13,104.74,18370574,0,170.08567636056432,1.9418777812242163
2004-09-14 00:00:00+05:30,104.98,106.61,104.83,106.32,30164174,0,177.82014750251452,1.9370859291426021
2004-09-15 00:00:00+05:30,106.75,106.99,105.31,106.31,21460062,0,154.47630955171795,1.9199468671997615
2004-09-16 00:00:00+05:30,106.08,106.38,105.01,105.94,16680046,0,118.76403093040638,1.8832837427197766
2004-09-17 00:00:00+05:30,106.0,106.0,104.39,105.61,20388078,0,88.42161042464541,1.8650648265384582
2004-09-20 00:00:00+05:30,105.06,105.06,103.44,103.6,20823422,0,44.527634598743845,1.8853938381025612
2004-09-21 00:00:00+05:30,103.76,105.06,103.59,104.76,27698814,0,48.84775927094139,1.8577009155623903
2004-09-22 00:00:00+05:30,104.76,104.98,103.44,103.97,23176302,0,30.874977610603892,1.836520854524898
2004-09-23 00:00:00+05:30,103.74,103.74,101.63,101.9,23091102,0,-34.01360544217703,1.870086130889905
2004-09-24 00:00:00+05:30,102.22,102.93,100.5,100.87,20775694,0,-76.5611197934362,1.9074137221639118
2004-09-27 00:00:00+05:30,101.25,102.8,100.89,102.48,16671774,0,-60.20729324940302,1.9089194740196505
2004-09-28 00:00:00+05:30,102.42,102.42,100.06,100.75,18208846,0,-102.57658120913814,1.9429915090850072
2004-09-29 00:00:00+05:30,101.02,102.87,100.64,102.5,20993214,0,-67.76926560495141,1.9621254084793402
2004-09-30 00:00:00+05:30,104.38,106.38,102.82,105.97,34462046,0,54.954738444283144,2.0899837145807174
2004-10-01 00:00:00+05:30,108.44,108.56,105.69,106.46,20852574,0,120.92349600982196,2.1419848002753366
2004-10-04 00:00:00+05:30,107.5,108.88,107.5,108.0,18128334,0,144.3488839700591,2.1605191469236473
2004-10-05 00:00:00+05:30,108.14,108.68,107.07,107.53,13884686,0,118.03892334290298,2.1238178704620716
2004-10-06 00:00:00+05:30,106.88,106.88,105.0,105.37,29443038,0,48.11176423222455,2.1508966790979334
2004-10-07 00:00:00+05:30,106.25,107.0,105.02,106.6,15432094,0,62.708339947300075,2.1395035671580716
2004-10-08 00:00:00+05:30,106.75,108.09,106.31,106.76,20248126,0,83.4949284009548,2.1155366626808667
2004-10-11 00:00:00+05:30,106.58,107.17,105.02,105.41,14722062,0,38.72545441273145,2.1178342185021424
2004-10-12 00:00:00+05:30,108.25,108.69,106.38,106.96,36566782,0,76.27223575054671,2.195311937268666
2004-10-14 00:00:00+05:30,107.63,114.06,106.95,113.41,49699774,0,168.04306600599466,2.5229578081174213
2004-10-15 00:00:00+05:30,113.47,114.75,111.08,111.67,17571886,0,169.61347244590726,2.59942728757626
2004-10-18 00:00:00+05:30,112.56,112.56,109.46,110.08,25400862,0,108.68811703678911,2.632798801737843
2004-10-19 00:00:00+05:30,111.25,111.55,109.32,110.49,31222046,0,90.72553003203257,2.6059455482886538
2004-10-20 00:00:00+05:30,110.75,112.16,109.51,109.93,26192686,0,80.40491973484554,2.6088825117360765
2004-10-21 00:00:00+05:30,110.02,111.55,109.69,111.24,21814286,0,75.31445219486237,2.5589570109536712
2004-10-25 00:00:00+05:30,111.57,114.5,111.57,113.77,31941934,0,127.28697690960115,2.605693210223427
2004-10-26 00:00:00+05:30,113.81,116.88,113.75,116.31,24678510,0,161.07263990955343,2.6406469962085315
2004-10-27 00:00:00+05:30,117.0,117.5,114.52,116.74,18445422,0,148.5481548348273,2.6632705297946297
2004-10-28 00:00:00+05:30,117.5,122.36,117.5,121.8,45555710,0,200.38444394918724,2.8603858278083214
2004-10-29 00:00:00+05:30,121.63,122.19,118.81,119.15,26163550,0,151.82548965929215,2.8950267726210996
2004-11-01 00:00:00+05:30,119.25,122.06,118.44,121.63,20272974,0,134.04423741456202,2.9433583211130263
2004-11-02 00:00:00+05:30,121.5,121.5,119.2,119.41,20692814,0,102.21649074896908,2.909134433038824
2004-11-03 00:00:00+05:30,119.88,123.44,119.88,122.56,26833086,0,113.45383653662766,2.9838588041695693
2004-11-04 00:00:00+05:30,123.78,125.55,123.78,124.23,25218414,0,132.33332416524544,2.984268217224931
2004-11-05 00:00:00+05:30,125.94,130.48,122.58,123.54,17506878,0,123.14956934278807,3.311983669409935
2004-11-08 00:00:00+05:30,125.0,129.3,125.0,126.11,39839406,0,119.89385654551293,3.47518475811594
2004-11-09 00:00:00+05:30,126.88,127.81,125.32,127.3,23967214,0,107.64774466224564,3.4095057742415444
2004-11-10 00:00:00+05:30,127.81,128.13,125.94,127.57,28240462,0,106.25234809087837,3.328205389292108
2004-11-11 00:00:00+05:30,127.5,127.5,125.69,126.07,21130094,0,84.3061188502911,3.2316583633393003
2004-11-12 00:00:00+05:30,127.5,127.98,125.94,126.7,4572398,0,81.15633665419737,3.152214472450014
2004-11-16 00:00:00+05:30,127.31,128.36,127.0,128.07,19068222,0,86.96679125815302,3.052733507620014
2004-11-17 00:00:00+05:30,128.13,130.15,127.5,129.81,14579278,0,103.30411328388404,3.025884607112013
2004-11-18 00:00:00+05:30,129.38,130.0,128.58,128.93,10655518,0,98.58648162426144,2.918825633304545
2004-11-19 00:00:00+05:30,129.19,129.69,128.25,128.62,8931518,0,84.68323532674994,2.8202372577509087
2004-11-22 00:00:00+05:30,128.06,128.06,125.38,126.75,9862430,0,24.551175886054672,2.8482214405675155
2004-11-23 00:00:00+05:30,126.88,127.8,126.38,126.94,11034510,0,26.823261346692167,2.7530066778630147
2004-11-24 00:00:00+05:30,126.56,127.63,126.14,126.5,8668270,0,-1.1316244532608013,2.668806232672147
2004-11-25 00:00:00+05:30,126.9,127.73,126.31,126.85,9810366,0,-11.027568922306434,2.585552483827337
2004-11-29 00:00:00+05:30,127.52,130.94,127.06,130.68,14059678,0,144.4646924829161,2.685848984905515
2004-11-30 00:00:00+05:30,131.26,135.55,131.25,134.33,28184382,0,272.5587799195082,2.831459052578481
2004-12-01 00:00:00+05:30,134.38,134.69,131.33,131.77,20927694,0,165.08425061296904,2.8666951157399145
2004-12-02 00:00:00+05:30,132.5,133.38,129.46,130.0,25157934,0,85.46421118876528,2.9369154413572525
2004-12-03 00:00:00+05:30,130.0,130.38,127.76,128.21,25063134,0,1.0052447552453296,2.915787745266768
2004-12-06 00:00:00+05:30,127.5,129.63,125.88,126.89,19835918,0,-55.787344908631184,2.971401895582317
2004-12-07 00:00:00+05:30,124.38,128.99,124.38,127.5,16453886,0,-77.1677145781551,3.080641769210163
2004-12-08 00:00:00+05:30,126.53,127.81,126.25,126.97,14876686,0,-70.59282371294884,2.979265651262819
2004-12-09 00:00:00+05:30,127.44,128.75,127.19,127.64,12779166,0,-32.64975715056631,2.899314607845298
