time,open,high,low,close,volume,open_interest,CCI_15,ATR_15
2004-08-09 00:00:00+05:30,32.0,32.25,32.0,32.02,161379,0,,0.0
2004-08-10 00:00:00+05:30,32.01,32.19,32.0,32.01,163679,0,,0.0
2004-08-11 00:00:00+05:30,32.01,32.2,32.0,32.09,429079,0,,0.0
2004-08-12 00:00:00+05:30,32.01,32.1,31.8,32.1,316549,0,,0.0
2004-08-13 00:00:00+05:30,32.09,32.25,31.9,32.07,63269,0,,0.0
2004-08-16 00:00:00+05:30,32.09,32.25,31.9,32.07,63269,0,,0.0
2004-08-17 00:00:00+05:30,32.0,32.2,31.91,32.04,66139,0,,0.0
2004-08-18 00:00:00+05:30,32.1,32.1,32.0,32.0,51719,0,,0.0
2004-08-19 00:00:00+05:30,31.72,32.0,31.5,31.55,43179,0,,0.0
2004-08-20 00:00:00+05:30,31.52,32.0,31.23,31.3,40249,0,,0.0
2004-08-23 00:00:00+05:30,31.5,31.5,31.14,31.22,26839,0,,0.0
2004-08-24 00:00:00+05:30,31.64,31.64,31.0,31.04,38749,0,,0.0
2004-08-25 00:00:00+05:30,31.02,31.35,30.9,31.06,34799,0,,0.0
2004-08-26 00:00:00+05:30,31.05,31.2,30.95,31.0,104629,0,,0.0
2004-08-27 00:00:00+05:30,31.1,31.23,30.96,31.14,93269,0,-100.90165813402648,0.351333333333334
2004-08-30 00:00:00+05:30,30.9,31.99,30.8,31.5,71199,0,-39.05459076395987,0.4072444444444449
2004-08-31 00:00:00+05:30,31.5,31.8,31.03,31.68,178119,0,-20.720276270351242,0.43142814814814856
2004-09-01 00:00:00+05:30,31.0,31.99,31.0,31.6,161679,0,-9.713144517065846,0.46866627160493857
2004-09-02 00:00:00+05:30,31.4,31.84,31.3,31.71,114829,0,14.577697625487776,0.47342185349794264
2004-09-03 00:00:00+05:30,31.5,31.9,31.5,31.81,63929,0,51.35552126956132,0.46852706326474636
2004-09-06 00:00:00+05:30,31.95,32.0,31.36,31.77,40649,0,56.00145932141398,0.47995859238043
2004-09-07 00:00:00+05:30,31.8,32.0,31.8,31.93,40059,0,116.99321778447634,0.4632946862217347
2004-09-08 00:00:00+05:30,31.8,32.1,31.8,31.91,47919,0,129.17308680020622,0.4524083738069524
2004-09-09 00:00:00+05:30,31.85,31.98,31.8,31.8,38959,0,99.55588452997864,0.43424781555315556
2004-09-10 00:00:00+05:30,31.7,31.8,31.42,31.58,39099,0,25.162925416364935,0.4306312945162784
2004-09-13 00:00:00+05:30,31.98,31.98,31.65,31.8,76149,0,72.67792521109777,0.4285892082151933
2004-09-14 00:00:00+05:30,31.58,31.9,31.5,31.64,89519,0,31.485818371063672,0.426683261000847
2004-09-15 00:00:00+05:30,31.6,31.64,31.22,31.35,63079,0,-61.88190808609528,0.4262377102674574
2004-09-16 00:00:00+05:30,31.3,31.85,31.05,31.34,111899,0,-76.63316582914311,0.45115519624962697
2004-09-17 00:00:00+05:30,31.2,31.6,31.2,31.5,132829,0,-87.1290871290871,0.4477448498329853
2004-09-20 00:00:00+05:30,31.7,31.7,31.0,31.29,135429,0,-123.34121068896658,0.4645618598441195
2004-09-21 00:00:00+05:30,31.85,31.85,30.8,30.91,251679,0,-153.93929609299514,0.5035910691878449
2004-09-22 00:00:00+05:30,31.1,31.54,31.1,31.24,169219,0,-99.91158267020408,0.5120183312419885
2004-09-23 00:00:00+05:30,31.3,31.5,31.11,31.21,56829,0,-89.40221009186614,0.503883775825856
2004-09-24 00:00:00+05:30,31.02,31.4,31.02,31.31,126889,0,-85.20179372197366,0.4956248574374655
2004-09-27 00:00:00+05:30,31.32,31.52,31.11,31.4,135179,0,-50.03248862897955,0.4899165336083012
2004-09-28 00:00:00+05:30,31.5,31.59,31.05,31.09,56619,0,-73.75271149674718,0.4932554313677477
2004-09-29 00:00:00+05:30,31.21,34.0,31.1,32.52,628199,0,265.5587392550146,0.6543717359432312
2004-09-30 00:00:00+05:30,32.9,33.0,32.1,32.35,244329,0,197.82916470033015,0.6707469535470156
2004-10-01 00:00:00+05:30,31.9,32.5,31.6,31.71,90939,0,70.27143472641161,0.6860304899772145
2004-10-04 00:00:00+05:30,32.47,32.47,31.61,31.7,154869,0,64.86825595984917,0.6976284573120668
2004-10-05 00:00:00+05:30,32.29,32.29,31.5,31.55,138549,0,35.12851897184882,0.7037865601579288
2004-10-06 00:00:00+05:30,32.2,32.2,31.41,31.49,130189,0,16.854851906398203,0.7095341228140671
