time,open,high,low,close,volume,open_interest,CCI_15,ATR_15
2004-08-09 00:00:00+05:30,31.32,31.8,31.25,31.72,380419,0,,0.0
2004-08-10 00:00:00+05:30,31.94,34.7,31.87,34.09,2849669,0,,0.0
2004-08-11 00:00:00+05:30,34.26,35.51,33.57,35.09,4253239,0,,0.0
2004-08-12 00:00:00+05:30,34.8,35.23,33.01,33.76,1647709,0,,0.0
2004-08-13 00:00:00+05:30,33.94,34.75,33.19,33.54,1630349,0,,0.0
2004-08-16 00:00:00+05:30,33.94,34.75,33.19,33.54,1630349,0,,0.0
2004-08-17 00:00:00+05:30,35.53,37.79,35.18,37.5,5430669,0,,0.0
2004-08-18 00:00:00+05:30,37.56,37.58,33.65,33.98,7172809,0,,0.0
2004-08-19 00:00:00+05:30,33.99,35.33,33.99,35.23,4288789,0,,0.0
2004-08-20 00:00:00+05:30,35.02,35.14,34.14,34.58,1550709,0,,0.0
2004-08-23 00:00:00+05:30,34.08,35.2,33.69,33.9,1090279,0,,0.0
2004-08-24 00:00:00+05:30,34.26,34.89,34.17,34.77,1406099,0,,0.0
2004-08-25 00:00:00+05:30,35.19,35.23,34.35,34.54,470079,0,,0.0
2004-08-26 00:00:00+05:30,34.79,34.96,34.17,34.61,1600379,0,,0.0
2004-08-27 00:00:00+05:30,34.62,34.77,34.18,34.44,348929,0,9.355284763633355,1.7460000000000007
2004-08-30 00:00:00+05:30,34.53,34.84,34.44,34.79,1368989,0,16.559017223910423,1.6562666666666677
2004-08-31 00:00:00+05:30,34.8,34.8,34.35,34.54,578199,0,-12.8913443830568,1.5758488888888895
2004-09-01 00:00:00+05:30,34.75,34.84,34.28,34.46,770269,0,-16.888888888888214,1.5081256296296304
2004-09-02 00:00:00+05:30,34.78,34.78,33.47,33.97,491479,0,-94.02539208364527,1.4949172543209885
2004-09-03 00:00:00+05:30,34.34,34.62,33.77,34.01,497059,0,-90.48723897911803,1.451922770699589
2004-09-06 00:00:00+05:30,34.1,34.52,33.9,34.2,442249,0,-85.92233009708667,1.39646125265295
2004-09-07 00:00:00+05:30,33.9,33.9,33.37,33.54,1233059,0,-210.87879777850412,1.3586971691427538
2004-09-08 00:00:00+05:30,33.73,34.86,33.65,34.75,3009199,0,-0.18274853801386579,1.3561173578665702
2004-09-09 00:00:00+05:30,34.97,34.97,34.0,34.12,931819,0,-7.381046526951752,1.3303762006754656
2004-09-10 00:00:00+05:30,34.17,34.39,33.81,34.01,862439,0,-80.01768346595932,1.2803511206304345
2004-09-13 00:00:00+05:30,34.41,35.93,34.08,35.31,3992789,0,175.0139120756804,1.3229943792550722
2004-09-14 00:00:00+05:30,35.66,35.68,34.85,35.21,1336979,0,174.53978766923197,1.290128087304734
2004-09-15 00:00:00+05:30,34.97,35.21,34.35,34.8,1422309,0,71.39434595112647,1.2614528814844186
